Account ID,Username,Platform,Follower Count,Posts Per Week,Engagement Rate,Ad Spend (USD),Conversion Rate,Campaign Reach
1130,caitlin54,Instagram,175468,3,0.0856,100.31,0.0251,35239
1131,perezbobby,TikTok,707764,5,0.0856,493.64,0.0186,46287
1132,davisjose,TikTok,263106,6,0.0856,363.0,0.0213,38500
1133,wongyesenia,LinkedIn,473322,6,0.0986,578.63,0.0442,24863
1134,francessullivan,TikTok,174592,6,0.102,737.59,0.0203,29064
1135,donna02,TikTok,147384,1,0.0834,822.81,0.0247,21596
1136,zhobbs,LinkedIn,886139,1,0.102,691.48,0.0237,17866
1137,teresataylor,Twitter,618849,6,0.0642,259.06,0.0409,27113
1138,cynthia04,Facebook,766560,2,0.102,853.81,0.0492,43997
1139,barneszachary,Twitter,256450,7,0.0834,933.25,0.0343,33685
1140,jenniferreilly,Twitter,896810,1,0.0856,928.28,0.0302,9445
1141,parsonsmichael,TikTok,203352,5,0.0834,540.64,0.0154,35853
1142,qsmith,Facebook,76444,3,0.0834,356.3,0.015,13358
1143,sara29,Twitter,259664,3,0.0642,836.59,0.0174,26377
1144,jeffersonmason,Instagram,280560,5,0.0856,794.46,0.04,28431
1145,jjones,Facebook,285250,5,0.0986,633.93,0.028,40050
1146,marquezedward,LinkedIn,723811,3,0.0986,177.41,0.0191,47172
1147,vmorgan,Instagram,941055,7,0.102,757.24,0.0331,31976
1148,cynthia25,Twitter,125555,6,0.0986,626.67,0.032,30410
1149,hunterjesus,TikTok,40603,2,0.0856,82.89,0.0302,1098
1150,henry84,LinkedIn,939722,4,0.0856,826.28,0.0347,41757
1151,pittmanfrank,LinkedIn,879558,7,0.102,224.65,0.0122,23145
1152,millerrobert,Instagram,911468,4,0.102,741.69,0.0189,34748
1153,donaldthompson,Twitter,119901,5,0.0986,630.47,0.04,5717
1154,rodgerszachary,LinkedIn,350348,2,0.102,638.08,0.012,9484
1155,ashleycooper,TikTok,345139,1,0.102,853.64,0.0202,9481
1156,joshua55,Facebook,492628,6,0.0986,135.73,0.0353,43409
1157,evanscarrie,Facebook,656048,5,0.0986,681.66,0.0326,46004
1158,anthonyrobinson,Twitter,267618,5,0.0834,876.46,0.0475,27716
1159,rodgerszachary,Twitter,94250,5,0.0986,304.18,0.0266,24724
1160,gtorres,LinkedIn,919738,3,0.0834,538.1,0.044,30501
1161,jasonmiller,Twitter,82451,5,0.102,284.36,0.0391,20574
1162,brenda52,TikTok,168617,6,0.0986,492.15,0.021,30420
1163,tommy65,Twitter,631845,6,0.0642,420.51,0.0244,9314
1164,molly66,Twitter,702509,2,0.0856,519.52,0.0133,29353
1165,josephjordan,Instagram,453066,4,0.0834,233.02,0.0275,14678
1166,ipark,Twitter,597471,5,0.102,428.98,0.04,14506
1167,kristinemalone,LinkedIn,784560,5,0.0834,380.39,0.032,29372
1168,rodgerszachary,TikTok,808217,7,0.102,630.21,0.0398,48585
1169,jconner,Instagram,612798,7,0.0642,853.81,0.0334,1685
1170,lawrencejulie,Instagram,396793,7,0.0986,117.15,0.0133,13992
1171,evanssteven,Twitter,820010,4,0.0834,802.17,0.0335,2699
1172,ireyes,Facebook,877905,1,0.102,934.87,0.014,19873
1173,parsonsashley,Facebook,796072,6,0.0834,537.16,0.0274,14625
1174,ahayes,Facebook,898035,1,0.102,638.08,0.0418,3076
1175,toddbryan,TikTok,44845,1,0.0986,846.82,0.0238,36597
1176,williamsongarrett,TikTok,241215,6,0.102,349.32,0.0351,27575
1177,mthomas,Instagram,173755,2,0.102,729.55,0.0166,46241
1178,brookegalloway,Twitter,690624,4,0.102,429.01,0.0454,6393
1179,hayespamela,Instagram,497175,5,0.0856,872.77,0.0307,25641
1180,gregory84,Twitter,954787,5,0.0856,352.48,0.0423,21893
1181,mcculloughedward,Instagram,638670,1,0.102,139.9,0.0321,23828
1182,dawnwilkerson,Twitter,195871,6,0.0986,643.57,0.0398,5692
1183,john77,Twitter,658164,4,0.0856,274.72,0.0488,48662
1184,oprice,TikTok,227722,1,0.0834,254.87,0.042,31146
1185,leemorales,Twitter,388738,4,0.0834,774.51,0.0275,19405
1186,mullinsalicia,Instagram,29590,5,0.0856,710.67,0.0332,16126
1187,rebeccapatrick,Facebook,207463,2,0.0834,898.66,0.0175,10530
1188,garciakatherine,Instagram,964842,5,0.0642,330.78,0.0191,45328
1189,gilbertdavid,Twitter,424599,5,0.102,485.39,0.0114,45238
1190,david74,Facebook,91476,1,0.0986,611.1,0.0496,37404
1191,aliciajohns,TikTok,888369,2,0.0642,510.8,0.0264,11925
1192,conradlaura,Twitter,609960,1,0.0986,858.82,0.012,27655
1193,cynthiagraham,LinkedIn,942141,5,0.0856,539.03,0.0497,6433
1194,danielharper,Instagram,856844,4,0.0986,975.52,0.0404,24803
1195,lauragarcia,Facebook,626841,4,0.0986,228.19,0.0261,23476
1196,ashley37,Twitter,737926,5,0.0834,284.36,0.0392,29678
1197,smurray,LinkedIn,399694,2,0.0642,189.36,0.0306,40983
1198,scott72,TikTok,399748,6,0.0986,353.04,0.0101,22928
1199,olopez,Instagram,38246,1,0.0856,763.11,0.0359,42950
1200,tylermartin,Facebook,273761,6,0.0986,521.24,0.041,30421
1201,xcruz,Facebook,507612,5,0.102,120.74,0.0341,32502
1202,wendylee,Facebook,182413,6,0.0986,907.34,0.0235,32516
1203,lbaldwin,TikTok,977179,4,0.0986,81.94,0.0397,24670
1204,michael65,Instagram,191509,3,0.0856,596.41,0.0274,22391
1205,hardyjames,Facebook,582720,1,0.0986,905.43,0.0466,14874
1206,ybrock,Facebook,642870,2,0.0986,643.57,0.0269,12987
1207,xgarcia,Twitter,549116,6,0.102,822.81,0.0429,36254
1208,qramos,Twitter,58767,2,0.102,546.44,0.0345,19660
1209,wmercado,TikTok,559860,1,0.0986,383.19,0.0468,12416
1210,allen72,LinkedIn,37789,6,0.0642,215.08,0.0263,46514
1211,pjones,Twitter,315278,7,0.102,175.95,0.0437,28635
1212,elizabeth54,LinkedIn,183189,3,0.0856,139.38,0.0137,33310
1213,mullinsalicia,Instagram,928333,5,0.0986,150.31,0.0496,11646
1214,ashley80,LinkedIn,110224,4,0.0642,129.94,0.0471,15698
1215,patricia15,LinkedIn,323601,4,0.0834,374.56,0.0303,16513
1216,cthompson,Instagram,544166,6,0.102,888.27,0.0249,26994
1217,paul06,Facebook,822397,1,0.0856,84.87,0.043,15924
1218,parsonsmichael,TikTok,864377,5,0.0986,774.51,0.0208,31392
1219,mary46,LinkedIn,968509,7,0.0986,730.24,0.0275,43586
1220,vvega,Twitter,534922,5,0.0856,881.41,0.0379,47498
1221,cooklinda,TikTok,410788,3,0.102,672.69,0.0274,44192
1222,andersonjuan,Facebook,290021,7,0.0834,103.15,0.0426,12201
1223,flemingrichard,Facebook,843878,4,0.102,801.17,0.0358,23026
1224,henrydominique,Facebook,799914,7,0.0834,239.32,0.0106,40000
1225,lewisjessica,Twitter,136057,2,0.0986,160.84,0.0218,13220
1226,grobinson,Twitter,228703,5,0.0834,226.55,0.0345,2554
1227,michelle11,Twitter,536439,1,0.0856,913.87,0.0181,38966
1228,tiffanyferrell,Twitter,879374,6,0.0642,473.76,0.0196,22206
1229,tiffanystevens,LinkedIn,753558,1,0.0856,651.28,0.0172,26202
1230,robert31,LinkedIn,171041,1,0.0834,343.96,0.0202,28812
1231,ngray,Facebook,805368,3,0.0642,915.43,0.0133,17962
1232,dannylee,Instagram,371781,1,0.0834,521.96,0.0471,40491
1233,clarkdavid,Instagram,645650,3,0.0856,152.61,0.0321,48285
1234,laura55,Instagram,848759,6,0.102,640.57,0.0499,18086
1235,lisa14,Twitter,707845,4,0.0856,433.83,0.0133,18439
1236,websterchristina,LinkedIn,884149,6,0.0642,919.05,0.0419,25263
1237,molinaisaac,TikTok,969918,1,0.0986,209.6,0.0148,35415
1238,vdavila,LinkedIn,415133,5,0.0986,955.8,0.0166,2273
1239,romerocalvin,TikTok,698179,6,0.0986,104.69,0.0297,20425
1240,zwilliams,LinkedIn,823055,5,0.102,383.32,0.0284,2130
1241,ronnie15,Twitter,692601,4,0.0856,984.08,0.0369,41769
1242,jonathan39,TikTok,175832,1,0.102,801.28,0.0111,35749
1243,ybrock,TikTok,51333,3,0.0986,286.58,0.0227,27025
1244,parsonsashley,LinkedIn,851044,6,0.102,831.16,0.0159,34579
1245,lsaunders,LinkedIn,232287,7,0.102,278.81,0.0219,32782
1246,jeffery32,Instagram,367431,7,0.0834,352.12,0.0402,22351
1247,xlindsey,Facebook,568113,6,0.102,133.64,0.0351,46396
1248,jennifer98,Facebook,923057,4,0.0834,799.04,0.0154,30827
1249,jeffersonmason,TikTok,340281,4,0.0642,982.29,0.0313,47487
1250,snicholson,LinkedIn,194896,7,0.102,382.74,0.032,1611
1251,bettyray,Facebook,984007,1,0.0642,928.28,0.0171,11815
1252,gutierreznicholas,Facebook,773266,2,0.0856,439.08,0.0328,40111
1253,christopherbarnes,TikTok,427556,3,0.0986,676.94,0.0125,32139
1254,matthew40,Instagram,293477,6,0.0856,728.88,0.0321,2227
1255,tiffanystevens,LinkedIn,126844,4,0.0856,582.66,0.0273,19609
1256,lpierce,Facebook,6308,1,0.0986,430.4,0.0371,20554
1257,kennedykayla,Twitter,576603,5,0.0856,694.28,0.0304,48558
1258,tammy29,TikTok,952779,5,0.0986,166.55,0.039,15533
1259,keith55,LinkedIn,260729,2,0.0642,360.29,0.0483,16327
1260,laura55,LinkedIn,653087,3,0.0642,867.57,0.041,7105
1261,michael65,Twitter,723169,4,0.102,955.8,0.0366,42009
1262,meghan87,Twitter,454510,3,0.102,224.07,0.0389,13871
1263,ewilliams,Twitter,173119,7,0.102,510.8,0.0443,28206
1264,mcintoshrobert,Twitter,265930,6,0.0834,148.83,0.0335,38990
1265,perryrichard,TikTok,755315,3,0.0856,742.79,0.0381,30170
1266,whitedanielle,Facebook,819287,7,0.0986,518.83,0.043,30326
1267,sriley,Twitter,217022,3,0.0834,565.07,0.0381,24462
1268,zobrien,Facebook,865108,6,0.102,778.33,0.048,34277
1269,alexandra95,LinkedIn,971905,2,0.0642,456.61,0.0149,13808
1270,smack,Facebook,48560,4,0.0986,972.62,0.0265,38041
1271,clarkdavid,Facebook,289123,5,0.0642,762.66,0.0444,45018
1272,jennifer41,TikTok,508611,1,0.0834,713.93,0.0413,8394
1273,martinjoseph,Twitter,974238,2,0.0856,669.64,0.0249,23852
1274,justin17,LinkedIn,128124,7,0.0856,727.33,0.0192,27338
1275,larry14,Twitter,833809,2,0.0834,602.6,0.0443,37297
1276,ujohnson,Instagram,607560,5,0.102,666.13,0.0161,17052
1277,xcruz,Twitter,594928,3,0.0642,602.23,0.0228,14223
1278,kwashington,Facebook,8875,2,0.102,323.63,0.0458,43364
1279,perryrichard,Instagram,375321,5,0.0856,208.78,0.0133,48382
1280,kwashington,TikTok,386586,6,0.0986,429.58,0.0116,24745
1281,victoria05,Facebook,680805,4,0.102,218.95,0.0261,49818
1282,bbarber,Facebook,817652,6,0.0856,291.47,0.0221,17309
1283,ryan77,Facebook,919547,7,0.0642,496.08,0.0147,44632
1284,robert05,LinkedIn,903064,7,0.102,867.62,0.0234,42560
1285,michael16,LinkedIn,416286,7,0.102,276.5,0.0492,21676
1286,gregoryrodriguez,Instagram,491440,4,0.0834,780.39,0.0487,1823
1287,snyderryan,Instagram,104873,4,0.0986,715.37,0.0231,40887
1288,jesse39,Instagram,937429,5,0.102,318.74,0.0426,6503
1289,rachelsnyder,TikTok,803567,2,0.0856,681.75,0.016,39143
1290,lopezsusan,Twitter,639936,5,0.102,913.87,0.0204,7892
1291,sharondillon,Twitter,218959,7,0.0986,511.26,0.0328,13217
1292,andersonjuan,Instagram,949004,2,0.0856,652.74,0.0201,2833
1293,elizabethcombs,Twitter,104590,5,0.0986,652.74,0.021,6473
1294,stacey77,Twitter,943527,1,0.0834,456.61,0.0441,38343
1295,trobinson,LinkedIn,820471,6,0.0642,993.14,0.0196,47646
1296,allison03,Facebook,682438,5,0.0834,522.77,0.0219,32529
1297,garciajustin,TikTok,279226,3,0.0834,298.95,0.0274,27037
1298,kaylasmith,LinkedIn,203131,7,0.0856,719.2,0.0451,4712
1299,ian14,Twitter,902809,3,0.0834,402.45,0.0294,18361
1300,lpierce,Instagram,761168,1,0.0834,575.94,0.0202,24946
1301,vdavila,LinkedIn,741204,5,0.0642,286.17,0.0489,16075
1302,dylansmith,Twitter,915039,7,0.0986,578.37,0.0174,32616
1303,andre58,Facebook,202995,5,0.0834,592.26,0.0327,25557
1304,wrightnorman,TikTok,176293,4,0.0856,291.47,0.0483,42950
1305,tiffany85,LinkedIn,89892,5,0.0834,538.1,0.013,16761
1306,taylornathan,Facebook,694166,4,0.0642,987.85,0.0128,9473
1307,stevensondesiree,Instagram,570495,1,0.102,170.85,0.0392,13526
1308,cooksteven,TikTok,717849,5,0.0642,380.39,0.0369,13973
1309,hernandezpatricia,LinkedIn,130825,2,0.0642,973.62,0.0337,40322
1310,lauragarcia,TikTok,32658,1,0.0834,139.38,0.0166,34890
1311,robinparsons,TikTok,918497,7,0.102,85.1,0.0191,48053
1312,kevingarcia,LinkedIn,591925,5,0.0642,55.4,0.0298,6322
1313,ewalters,Facebook,442434,4,0.0856,825.22,0.0472,18491
1314,adunn,Instagram,624124,1,0.0834,469.53,0.0226,25811
1315,jconner,LinkedIn,632289,1,0.0986,537.38,0.0137,35464
1316,aryan,LinkedIn,574614,7,0.0642,573.91,0.0186,36613
1317,beth19,Instagram,99936,2,0.0642,845.29,0.0348,3531
1318,ubecker,Twitter,370492,7,0.0986,940.02,0.0366,40842
1319,jacksongerald,Twitter,331988,1,0.0834,413.32,0.0187,30151
1320,perryrichard,Twitter,90194,4,0.0834,535.84,0.0123,33609
1321,jennifersanchez,Twitter,922772,6,0.102,466.92,0.0193,27520
1322,pblackwell,LinkedIn,979317,7,0.0834,284.36,0.0222,33530
1323,michaellee,Twitter,488163,1,0.102,356.29,0.048,46318
1324,vrussell,TikTok,732283,6,0.0856,95.36,0.0152,27819
1325,hughesjohn,Twitter,159609,1,0.0856,53.62,0.0331,39817
1326,harrislisa,Twitter,979041,7,0.0642,784.57,0.0344,18457
1327,jmcgee,TikTok,837988,6,0.0642,919.05,0.0376,37937
1328,xroberts,TikTok,295677,1,0.0986,428.98,0.0143,21448
1329,jenniferwaller,Instagram,652369,3,0.0834,728.89,0.0486,36851
1330,david74,TikTok,627312,2,0.0856,862.77,0.0189,20637
1331,tyleralvarado,Instagram,799076,2,0.0856,124.95,0.0272,29741
1332,zjones,Twitter,543904,6,0.0834,881.41,0.0402,39068
1333,garciakatherine,LinkedIn,802596,5,0.0986,248.25,0.0344,28249
1334,garciaaudrey,Facebook,352573,5,0.0834,656.5,0.0307,32256
1335,ryan99,TikTok,986960,2,0.0986,799.0,0.0273,1516
1336,lisa32,LinkedIn,797709,3,0.102,788.29,0.0128,8150
1337,ritalynch,Instagram,200207,2,0.102,550.71,0.043,41542
1338,zbriggs,TikTok,31743,6,0.0834,224.14,0.0397,29156
1339,bradleyfox,Facebook,541500,5,0.0856,569.7,0.0238,41482
1340,michael65,TikTok,531336,3,0.0856,767.52,0.0488,31775
1341,marquezedward,Instagram,833352,2,0.0986,510.63,0.0222,21979
1342,michaelflores,TikTok,734159,4,0.0834,787.03,0.0244,16543
1343,henry84,Twitter,758710,5,0.0986,279.7,0.0133,10844
1344,cookjames,Instagram,75361,4,0.102,466.94,0.0261,46625
1345,feliciabrown,Twitter,90585,6,0.0986,405.74,0.0198,3706
1346,destinymartinez,LinkedIn,894836,3,0.102,68.89,0.0275,17940
1347,parsonsmichael,Facebook,60902,3,0.0856,940.02,0.0274,12539
1348,thomas49,TikTok,997063,5,0.0642,303.16,0.0459,34642
1349,wstevens,TikTok,91935,6,0.0834,965.17,0.0353,19968
1350,wwatson,LinkedIn,226279,1,0.0986,853.81,0.0168,34719
1351,reidkristine,Instagram,260702,2,0.0986,147.17,0.0315,22908
1352,grayrachel,Facebook,948604,6,0.102,643.57,0.0286,4194
1353,johnnyphillips,TikTok,794736,6,0.0986,640.55,0.0222,19623
1354,nicole57,LinkedIn,484213,1,0.0856,667.59,0.0144,18304
1355,anthonyrobinson,Twitter,282411,1,0.0856,221.5,0.0258,47009
1356,jonesaustin,Facebook,789005,1,0.0834,944.87,0.0133,26825
1357,wongyesenia,Facebook,217985,6,0.0642,493.64,0.0253,38081
1358,lrusso,LinkedIn,741190,2,0.0642,473.76,0.0412,38259
1359,jeffreymyers,TikTok,730501,4,0.0642,540.64,0.047,33992
1360,gstone,LinkedIn,768063,7,0.102,472.93,0.0325,40495
1361,morgancook,Instagram,134989,4,0.102,61.62,0.0404,47652
1362,victorsmith,Twitter,271993,7,0.0856,500.73,0.0143,42706
1363,bettyray,TikTok,707734,2,0.0856,536.5,0.0413,43412
1364,kfowler,Twitter,444545,1,0.0856,222.46,0.0154,26293
1365,chaseronald,Instagram,782320,7,0.0986,99.67,0.0108,1908
1366,nblake,TikTok,596499,4,0.0642,569.7,0.0247,20473
1367,timothyrandall,Instagram,955823,1,0.102,244.23,0.018,46334
1368,petersonkristie,Instagram,519657,6,0.0856,558.4,0.0171,15648
1369,allisonpatterson,LinkedIn,596954,7,0.0642,799.0,0.0306,12233
1370,johnsongregory,TikTok,40279,1,0.0834,992.22,0.0168,14152
1371,mthomas,TikTok,357626,4,0.0834,333.93,0.0326,27859
1372,harrisjacob,LinkedIn,455451,6,0.0856,198.72,0.0497,13098
1373,wstevens,Facebook,850712,2,0.0986,507.39,0.0481,25084
1374,dunndaniel,Instagram,116925,3,0.102,728.89,0.0319,10134
1375,hellis,Twitter,426195,3,0.0642,406.54,0.0281,23997
1376,davisjose,Facebook,192491,4,0.0986,143.55,0.0234,31897
1377,aliciajohns,TikTok,175593,2,0.0642,612.83,0.0212,37449
1378,bbarber,Facebook,18360,6,0.102,719.2,0.0152,41012
1379,ryan77,Facebook,453178,4,0.0986,94.05,0.0381,39073
1380,stuartsmith,LinkedIn,281831,3,0.0642,458.75,0.0473,25572
1381,mosleymark,Twitter,797021,7,0.0986,539.03,0.0332,6955
1382,parsonsashley,Twitter,694941,1,0.0986,899.1,0.0261,26653
1383,carlosholt,Facebook,417403,3,0.102,906.88,0.011,44446
1384,carrolljames,Facebook,931528,4,0.0986,454.84,0.0269,37183
1385,ctorres,LinkedIn,731326,6,0.102,507.39,0.0261,49894
1386,qreyes,Facebook,492350,1,0.0834,916.32,0.0303,48313
1387,vdavila,Facebook,836730,3,0.0834,719.2,0.0241,24014
1388,michael65,LinkedIn,626349,6,0.0986,928.28,0.0427,44376
1389,justinpatel,Facebook,962720,2,0.0856,152.61,0.0236,20899
1390,stuartsmith,Instagram,745223,7,0.0642,801.17,0.0367,21648
1391,slambert,Facebook,678518,2,0.0642,719.56,0.0473,40618
1392,jmcgee,TikTok,45903,3,0.0986,822.36,0.021,25464
1393,matthew70,TikTok,890368,2,0.0834,224.14,0.025,4418
1394,gmcintosh,LinkedIn,839733,4,0.0986,278.42,0.015,26374
1395,tammy32,Facebook,110555,2,0.0834,233.99,0.0262,29826
1396,caitlin54,Facebook,447042,3,0.102,485.02,0.0106,46801
1397,qfisher,Instagram,839373,4,0.102,285.16,0.0481,44773
1398,muellerolivia,LinkedIn,683231,5,0.0834,573.91,0.0285,48404
1399,yrodriguez,Instagram,442369,3,0.102,817.67,0.0229,37002
1400,davistammy,Facebook,292296,1,0.0834,282.33,0.0285,9540
1401,julie05,Facebook,204363,6,0.0642,522.77,0.013,22338
1402,hbrooks,Twitter,719466,7,0.0856,766.12,0.0391,20064
1403,jjones,LinkedIn,277074,4,0.0986,123.58,0.048,42911
1404,sharris,TikTok,780751,5,0.102,692.69,0.0343,20496
1405,deandawn,Facebook,374457,3,0.102,972.33,0.0143,43874
1406,erin92,Twitter,237174,1,0.0642,233.02,0.0359,46183
1407,gsharp,Twitter,185551,5,0.0642,376.23,0.0499,35990
1408,timothy62,Twitter,457912,4,0.0834,511.26,0.012,37981
1409,mikaylataylor,Twitter,432493,5,0.102,252.29,0.027,10293
1410,amandahenry,LinkedIn,111103,3,0.0642,53.32,0.0322,19677
1411,andrewberg,LinkedIn,416402,3,0.0834,757.24,0.0198,36647
1412,deandawn,Facebook,242684,4,0.0834,100.31,0.0222,4286
1413,gthomas,TikTok,503188,3,0.102,902.41,0.0329,13253
1414,sarah18,TikTok,639169,7,0.0856,196.71,0.0319,44797
1415,thayes,LinkedIn,546723,5,0.0642,228.19,0.0404,21945
1416,jeffreymyers,LinkedIn,598316,5,0.0986,406.54,0.0275,32047
1417,ulandry,TikTok,8792,5,0.0642,228.19,0.0139,23779
1418,montgomeryjaime,LinkedIn,790589,2,0.0986,218.75,0.0354,39011
1419,samantha64,Facebook,625121,6,0.0856,186.45,0.0359,34295
1420,dixonjulie,Instagram,409866,6,0.0642,131.64,0.0215,15788
1421,roger15,LinkedIn,205928,7,0.102,304.18,0.0122,27448
1422,jbrown,TikTok,343916,7,0.0642,444.48,0.0391,35899
1423,brianna64,Facebook,350640,3,0.0856,428.86,0.0228,23818
1424,hobrien,Instagram,930971,5,0.102,764.67,0.0286,21032
1425,wmaxwell,Facebook,729466,1,0.0642,213.67,0.0188,42250
1426,twagner,LinkedIn,765151,6,0.0856,612.95,0.0486,4865
1427,kenneth65,Instagram,674358,2,0.0642,511.32,0.0138,32101
1428,adam63,Twitter,422346,5,0.0834,938.98,0.0307,21180
1429,kathymacias,TikTok,749777,6,0.0856,637.48,0.0412,5938
1430,laurendurham,Facebook,896588,5,0.0856,597.9,0.0432,14030
1431,samantha64,TikTok,392687,7,0.0986,654.96,0.0137,47181
1432,kristinlynch,TikTok,174019,3,0.0986,972.33,0.0168,32403
1433,thomas49,TikTok,316239,1,0.102,250.33,0.0101,20319
1434,tylerwilliams,Facebook,956056,3,0.0856,370.17,0.0288,1379
1435,james60,Facebook,379589,3,0.0642,537.16,0.0341,37433
1436,mary46,Instagram,661780,7,0.0642,133.68,0.0255,18006
1437,rebekah51,TikTok,847182,2,0.102,752.11,0.0373,12003
1438,smithsusan,Twitter,126282,2,0.0986,995.79,0.0262,9208
1439,clementsdevin,Twitter,184415,7,0.0834,536.5,0.0473,18685
1440,sarah18,TikTok,962547,6,0.0986,51.95,0.0321,1005
1441,emily36,LinkedIn,858607,3,0.0856,147.17,0.0212,34946
1442,romerocalvin,LinkedIn,60048,5,0.0642,948.58,0.0231,12045
1443,kevingarcia,Instagram,204883,6,0.0642,689.23,0.048,49813
1444,awilkins,Twitter,30940,6,0.102,672.02,0.0245,15010
1445,benjamin31,Twitter,884325,7,0.0986,160.84,0.0249,48157
1446,imorton,Instagram,421218,7,0.0834,136.29,0.0375,20312
1447,kristinlynch,LinkedIn,13189,4,0.0834,146.95,0.0288,20185
1448,bprice,Twitter,870223,1,0.0856,517.56,0.0176,13214
1449,christianamy,Instagram,242274,3,0.0834,94.05,0.0247,49577
1450,reidkristine,Twitter,804455,3,0.0986,651.68,0.0315,35337
1451,jenniferwaller,TikTok,559973,4,0.102,952.28,0.0335,7021
1452,gonzalezjulie,TikTok,417501,4,0.0856,526.7,0.0348,4408
1453,monroedavid,Facebook,25782,3,0.0986,540.02,0.0115,46017
1454,kgraves,Instagram,325843,4,0.102,724.29,0.0334,22416
1455,nicholasnorton,Twitter,874750,1,0.0642,865.43,0.0328,38532
1456,kelly58,Instagram,619988,5,0.0834,194.55,0.0347,26599
1457,hughesmatthew,Instagram,586370,2,0.0856,748.28,0.0393,28935
1458,christie73,Twitter,760295,7,0.0856,250.33,0.0493,40519
1459,owensnatalie,Facebook,467682,2,0.0856,827.63,0.0454,14698
1460,andersonjuan,Instagram,807240,4,0.0642,252.39,0.0275,46210
1461,voconnor,TikTok,829058,2,0.0834,795.29,0.038,38120
1462,fullerchristine,TikTok,327269,4,0.0642,496.08,0.0489,30282
1463,gregory84,LinkedIn,237737,7,0.0834,422.04,0.0415,16087
1464,corymann,Instagram,542353,5,0.102,443.29,0.0101,28540
1465,alexandra95,Instagram,273069,6,0.0986,616.12,0.0139,3321
1466,jenniferthornton,Instagram,99763,5,0.0986,213.67,0.0138,12039
1467,oprice,Twitter,65485,4,0.0856,521.24,0.0479,6846
1468,williamwyatt,Facebook,975229,6,0.0834,870.78,0.0238,42450
1469,christopher68,LinkedIn,494381,1,0.0856,578.63,0.0265,6868
1470,kaitlynvalentine,LinkedIn,780763,5,0.0834,696.43,0.0197,34792
1471,davistammy,Instagram,831495,2,0.0834,450.62,0.04,35446
1472,rhicks,Twitter,670064,7,0.102,965.86,0.0143,13663
1473,dnguyen,Instagram,38153,3,0.0834,89.54,0.0219,10750
1474,josephjordan,Twitter,951359,6,0.0642,129.24,0.0392,26036
1475,smithtimothy,LinkedIn,39355,2,0.0986,137.36,0.0278,40953
1476,vgriffith,Facebook,851994,4,0.102,243.95,0.0429,39232
1477,richardspatrick,Facebook,269760,5,0.0642,507.99,0.0191,42247
1478,garciasarah,Instagram,407656,5,0.0986,429.01,0.0234,5844
1479,eugene39,Twitter,762578,1,0.0642,150.36,0.0224,24397
1480,ngray,TikTok,827280,6,0.0834,517.56,0.0108,30387
1481,xfreeman,Facebook,509590,7,0.102,431.19,0.0323,49058
1482,kevingarcia,Twitter,901827,6,0.0856,926.81,0.0391,23138
1483,karenbarron,TikTok,100956,3,0.0642,870.78,0.0369,44345
1484,john82,LinkedIn,634998,2,0.0856,573.41,0.0477,33870
1485,susan22,LinkedIn,130072,1,0.0642,952.28,0.0324,37170
1486,tiffanyferrell,Twitter,382027,2,0.0986,915.05,0.0261,38850
1487,bstanton,Facebook,133055,5,0.0834,512.18,0.0409,45004
1488,mhart,TikTok,141579,3,0.0986,762.66,0.0283,30495
1489,ipreston,LinkedIn,752801,5,0.102,550.71,0.0476,47094
1490,xcruz,Instagram,580976,1,0.0642,914.72,0.015,41156
1491,alexandra71,Twitter,532693,2,0.0834,573.91,0.0192,25476
1492,hbrooks,Twitter,338588,3,0.0642,266.98,0.0364,21509
1493,kathymacias,LinkedIn,708931,7,0.0642,510.63,0.0266,20731
1494,michaeldavis,TikTok,393765,6,0.102,356.29,0.0278,35661
1495,lsaunders,LinkedIn,660035,2,0.0986,692.68,0.0416,1431
1496,alexandersamuel,Twitter,115958,3,0.0856,602.44,0.0119,41648
1497,deandawn,LinkedIn,268427,6,0.102,423.83,0.038,13475
1498,leemorales,TikTok,812846,7,0.0834,57.23,0.0178,40637
1499,christopherknox,Facebook,886203,6,0.0986,594.15,0.0219,46566
1500,alvarezdanielle,Instagram,649625,3,0.0856,376.23,0.0145,25880
1501,nicholasmontgomery,TikTok,580646,4,0.0986,826.28,0.04,11117
1502,andersonnina,Instagram,409641,4,0.102,228.19,0.0262,35843
1503,fowlermichael,LinkedIn,905247,3,0.0856,697.11,0.0405,13301
1504,bbarber,Twitter,283731,4,0.0834,479.34,0.0235,8018
1505,mary05,TikTok,873258,6,0.0642,609.25,0.0283,11604
1506,medinanatalie,Instagram,620886,5,0.0642,133.68,0.0331,48144
1507,logan51,Facebook,531297,2,0.0834,573.41,0.0128,25071
1508,kimberly57,Facebook,796142,6,0.0834,333.93,0.0197,26633
1509,thomas49,Facebook,67146,2,0.102,842.79,0.0413,42312
1510,donna02,Instagram,524316,4,0.0834,339.15,0.0144,14131
1511,bakerchristina,LinkedIn,72071,1,0.0642,724.29,0.0107,32046
1512,anthonywilliams,Facebook,510857,2,0.0856,238.14,0.0162,25836
1513,plindsey,TikTok,241361,3,0.0834,967.56,0.0208,49984
1514,justin17,LinkedIn,938380,6,0.0834,505.51,0.0331,38640
1515,alisonrobertson,TikTok,730561,5,0.0856,539.69,0.0226,28351
1516,dmartin,Instagram,495545,2,0.0642,878.68,0.0168,3426
1517,browndarryl,Facebook,438140,4,0.0834,192.45,0.021,49099
